time,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,pattern,label,source_node
10,0.5541666666666666,0.0,0.3324999999999999,0.0,0.19949999999999993,0.11969999999999995,0.07181999999999995,0.04309199999999998,0.025855199999999988,0.0,0.07181999999999995,0.015513119999999993,0.0,0.05239987199999997,0.0,0.0,0.031439923199999976,0.0,0.0,0.01886395391999999,0.011318372351999994,0.006791023411199995,0.0,0.0,0.004074614046719997,0.0,0.0,0.028299968428031987,0.026287853056819185,0.015513119999999993,0.14478058383409145,0.004074614046719997,0.08931311872848686,0.08747256286512409,0.052483537719074456,0.0,0.2498540765514446,0.15670346934206675,0.14760995284233216,0.08856597170539929,0.14716166462847963,0.0,0.08829699877708777,0.11978712140853244,0.14062318394546364,0.0,0.07187227284511946,0.252347746185722,0.0,0.19453201141850485,decreasing,1,0
11,0.5145833333333334,0.0,0.30874999999999997,0.0,0.18525,0.11114999999999998,0.06669,0.040013999999999994,0.0240084,0.0,0.06669,0.014405039999999997,0.0,0.048657024,0.0,0.0,0.029194214399999998,0.0,0.0,0.01751652864,0.010509917184,0.006305950310399999,0.0,0.0,0.0037835701862399995,0.0,0.0,0.026278542111743998,0.024410149267046394,0.014405039999999997,0.13443911356022784,0.0037835701862399995,0.0829336102478807,0.08122452266047243,0.04873471359628345,0.0,0.23200735679777007,0.14551036438906206,0.13706638478216565,0.08223983086929938,0.13665011715501688,0.0,0.08199007029301011,0.11123089845078019,0.130578670806502,0.0,0.06673853907046812,0.23432290717245627,0.0,0.18063686774575466,decreasing,1,0
12,0.475,0.0,0.285,0.0,0.17099999999999999,0.1026,0.06156,0.036936,0.022161599999999997,0.0,0.06156,0.013296959999999998,0.0,0.044914176,0.0,0.0,0.0269485056,0.0,0.0,0.01616910336,0.009701462016,0.005820877209599999,0.0,0.0,0.00349252632576,0.0,0.0,0.024257115795456,0.022532445477273597,0.013296959999999998,0.12409764328636415,0.00349252632576,0.0765541017672745,0.0749764824558207,0.04498588947349241,0.0,0.21416063704409544,0.13431725943605727,0.12652281672199905,0.07591369003319944,0.12613856968155399,0.0,0.0756831418089324,0.10267467549302783,0.12053415766754029,0.0,0.061604805295816696,0.2162980681591903,0.0,0.1667417240730042,decreasing,1,0
13,0.4354166666666667,0.0,0.26125,0.0,0.15675,0.09405,0.05643,0.033858,0.020314799999999997,0.0,0.05643,0.012188879999999997,0.0,0.04117132799999999,0.0,0.0,0.024702796799999996,0.0,0.0,0.014821678079999998,0.008893006847999999,0.005335804108799999,0.0,0.0,0.0032014824652799993,0.0,0.0,0.022235689479167996,0.020654741687500797,0.012188879999999997,0.11375617301250047,0.0032014824652799993,0.07017459328666828,0.06872844225116896,0.04123706535070138,0.0,0.19631391729042083,0.1231241544830525,0.11597924866183247,0.06958754919709947,0.11562702220809118,0.0,0.0693762133248547,0.09411845253527552,0.11048964452857862,0.0,0.05647107152116532,0.1982732291459245,0.0,0.15284658040025387,decreasing,1,0
14,0.39583333333333326,0.0,0.23749999999999996,0.0,0.14249999999999996,0.08549999999999998,0.051299999999999985,0.03077999999999999,0.018467999999999995,0.0,0.051299999999999985,0.011080799999999997,0.0,0.037428479999999986,0.0,0.0,0.02245708799999999,0.0,0.0,0.013474252799999992,0.008084551679999996,0.004850731007999997,0.0,0.0,0.0029104386047999983,0.0,0.0,0.020214263162879994,0.018777037897727993,0.011080799999999997,0.10341470273863677,0.0029104386047999983,0.06379508480606207,0.06248040204651723,0.03748824122791034,0.0,0.17846719753674614,0.11193104953004768,0.10543568060166585,0.0632614083609995,0.1051154747346283,0.0,0.06306928484077699,0.08556222957752319,0.1004451313896169,0.0,0.05133733774651392,0.1802483901326586,0.0,0.13895143672750349,decreasing,1,0
15,0.35624999999999996,0.0,0.21374999999999997,0.0,0.12824999999999998,0.07694999999999999,0.04616999999999999,0.02770199999999999,0.016621199999999992,0.0,0.04616999999999999,0.009972719999999996,0.0,0.033685631999999986,0.0,0.0,0.02021137919999999,0.0,0.0,0.012126827519999992,0.007276096511999996,0.004365657907199998,0.0,0.0,0.002619394744319998,0.0,0.0,0.018192836846591995,0.016899334107955195,0.009972719999999996,0.0930732324647731,0.002619394744319998,0.05741557632545586,0.0562323618418655,0.0337394171051193,0.0,0.16062047778307156,0.10073794457704292,0.09489211254149926,0.05693526752489956,0.09460392726116548,0.0,0.05676235635669929,0.07700600661977086,0.0904006182506552,0.0,0.04620360397186252,0.1622235511193927,0.0,0.12505629305475313,decreasing,1,0
16,0.3166666666666667,0.0,0.19,0.0,0.11399999999999999,0.06839999999999999,0.04103999999999999,0.024623999999999993,0.014774399999999997,0.0,0.04103999999999999,0.008864639999999998,0.0,0.029942783999999993,0.0,0.0,0.017965670399999994,0.0,0.0,0.010779402239999998,0.006467641343999998,0.003880584806399999,0.0,0.0,0.0023283508838399993,0.0,0.0,0.016171410530303996,0.015021630318182398,0.008864639999999998,0.08273176219090943,0.0023283508838399993,0.05103606784484966,0.049984321637213794,0.029990592982328274,0.0,0.14277375802939696,0.08954483962403816,0.08434854448133268,0.05060912668879961,0.08409237978770265,0.0,0.05045542787262159,0.06844978366201855,0.08035610511169353,0.0,0.04106987019721114,0.1441987121061269,0.0,0.11116114938200282,decreasing,1,0
17,0.2770833333333333,0.0,0.16624999999999995,0.0,0.09974999999999996,0.05984999999999997,0.03590999999999998,0.02154599999999999,0.012927599999999994,0.0,0.03590999999999998,0.0077565599999999965,0.0,0.026199935999999986,0.0,0.0,0.015719961599999988,0.0,0.0,0.009431976959999994,0.005659186175999997,0.0033955117055999976,0.0,0.0,0.0020373070233599983,0.0,0.0,0.014149984214015993,0.013143926528409592,0.0077565599999999965,0.07239029191704573,0.0020373070233599983,0.04465655936424343,0.043736281432562044,0.026241768859537228,0.0,0.1249270382757223,0.07835173467103337,0.07380497642116608,0.044282985852699644,0.07358083231423981,0.0,0.044148499388543885,0.05989356070426622,0.07031159197273182,0.0,0.03593613642255973,0.126173873092861,0.0,0.09726600570925242,decreasing,1,0
18,0.2375,0.0,0.1425,0.0,0.08549999999999999,0.0513,0.03078,0.018468,0.011080799999999998,0.0,0.03078,0.006648479999999999,0.0,0.022457088,0.0,0.0,0.0134742528,0.0,0.0,0.00808455168,0.004850731008,0.0029104386047999996,0.0,0.0,0.00174626316288,0.0,0.0,0.012128557897728,0.011266222738636799,0.006648479999999999,0.062048821643182074,0.00174626316288,0.03827705088363725,0.03748824122791035,0.022492944736746207,0.0,0.10708031852204772,0.06715862971802863,0.06326140836099953,0.03795684501659972,0.06306928484077699,0.0,0.0378415709044662,0.05133733774651392,0.060267078833770145,0.0,0.030802402647908348,0.10814903407959515,0.0,0.0833708620365021,decreasing,1,0
19,0.19791666666666669,0.0,0.11875000000000002,0.0,0.07125000000000001,0.04275,0.025650000000000003,0.015390000000000001,0.009234000000000001,0.0,0.025650000000000003,0.0055404,0.0,0.018714240000000004,0.0,0.0,0.011228544000000002,0.0,0.0,0.0067371264000000005,0.004042275840000001,0.0024253655040000002,0.0,0.0,0.0014552193024,0.0,0.0,0.01010713158144,0.009388518948864,0.0055404,0.05170735136931841,0.0014552193024,0.03189754240303105,0.031240201023258626,0.018744120613955174,0.0,0.08923359876837311,0.055965524765023866,0.05271784030083296,0.03163070418049977,0.05255773736731418,0.0,0.0315346424203885,0.04278111478876161,0.050222565694808464,0.0,0.025668668873256962,0.09012419506632932,0.0,0.06947571836375177,decreasing,1,0
20,0.1583333333333333,0.0,0.09499999999999997,0.0,0.05699999999999998,0.03419999999999999,0.020519999999999993,0.012311999999999995,0.007387199999999997,0.0,0.020519999999999993,0.004432319999999998,0.0,0.014971391999999993,0.0,0.0,0.008982835199999996,0.0,0.0,0.005389701119999997,0.003233820671999998,0.0019402924031999987,0.0,0.0,0.0011641754419199992,0.0,0.0,0.008085705265151996,0.007510815159091196,0.004432319999999998,0.04136588109545471,0.0011641754419199992,0.025518033922424823,0.02499216081860689,0.014995296491164134,0.0,0.07138687901469845,0.044772419812019064,0.04217427224066633,0.0253045633443998,0.04204618989385132,0.0,0.02522771393631079,0.03422489183100927,0.04017805255584675,0.0,0.020534935098605562,0.07209935605306342,0.0,0.05558057469100138,decreasing,1,0
21,0.11875,0.0,0.07125,0.0,0.042749999999999996,0.02565,0.01539,0.009234,0.005540399999999999,0.0,0.01539,0.0033242399999999996,0.0,0.011228544,0.0,0.0,0.0067371264,0.0,0.0,0.00404227584,0.002425365504,0.0014552193023999998,0.0,0.0,0.00087313158144,0.0,0.0,0.006064278948864,0.005633111369318399,0.0033242399999999996,0.031024410821591037,0.00087313158144,0.019138525441818623,0.018744120613955174,0.011246472368373103,0.0,0.05354015926102386,0.03357931485901432,0.031630704180499764,0.01897842250829986,0.031534642420388496,0.0,0.0189207854522331,0.02566866887325696,0.030133539416885072,0.0,0.015401201323954174,0.05407451703979758,0.0,0.04168543101825105,decreasing,1,0
22,0.0791666666666667,0.0,0.04750000000000002,0.0,0.02850000000000001,0.017100000000000004,0.010260000000000002,0.006156000000000001,0.0036936000000000004,0.0,0.010260000000000002,0.00221616,0.0,0.007485696000000001,0.0,0.0,0.0044914176,0.0,0.0,0.0026948505600000003,0.0016169103360000002,0.0009701462016,0.0,0.0,0.0005820877209599999,0.0,0.0,0.004042852632576001,0.0037554075795456,0.00221616,0.020682940547727364,0.0005820877209599999,0.012759016961212418,0.012496080409303452,0.00749764824558207,0.0,0.03569343950734926,0.022386209906009556,0.021087136120333184,0.012652281672199908,0.02102309494692568,0.0,0.012613856968155408,0.017112445915504648,0.020089026277923396,0.0,0.010267467549302788,0.036049678026531744,0.0,0.02779028734550072,decreasing,1,0
23,0.0395833333333333,0.0,0.023749999999999976,0.0,0.014249999999999985,0.00854999999999999,0.005129999999999994,0.0030779999999999965,0.0018467999999999978,0.0,0.005129999999999994,0.0011080799999999987,0.0,0.0037428479999999957,0.0,0.0,0.0022457087999999976,0.0,0.0,0.0013474252799999984,0.0008084551679999989,0.00048507310079999935,0.0,0.0,0.0002910438604799996,0.0,0.0,0.0020214263162879973,0.0018777037897727976,0.0011080799999999987,0.010341470273863668,0.0002910438604799996,0.0063795084806062006,0.006248040204651717,0.0037488241227910304,0.0,0.017846719753674602,0.011193104953004759,0.010543568060166575,0.0063261408360999445,0.010511547473462824,0.0,0.006306928484077694,0.008556222957752312,0.010044513138961682,0.0,0.005133733774651387,0.018024839013265844,0.0,0.01389514367275034,decreasing,1,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
5,0.001292418582376183,0.0015191056004848775,0.00024597247451671223,0.0,0.0,0.0007429180763185515,0.0003465223959946387,0.0,0.0005994271551388525,0.0007758737860343869,0.0016239226092668434,0.0020198308866452223,0.0,0.0017062091779941396,0.0,0.00027057425107090337,0.00041865629908989906,0.0,1.0323199082405663e-06,0.00161442483903831,0.0,0.0003781858626854677,0.0,0.0013227030008939537,0.000578754736054626,0.0,0.0010302327347404528,0.0,0.001087303246220544,0.0,0.0,0.0,0.0,0.0,0.0,0.0002933505000104297,0.0006826524511100106,0.00011796966659300876,0.0,0.0011715004124907423,0.0011911828909233267,0.0,0.00029207384811893707,0.002447116919979299,0.0003073935361542472,0.0,0.0011608686394668337,0.0,0.0012780597905935416,0.00020326741431470259,normal,0,-1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
17,0.0,8.820108576446432e-05,0.000996821582819337,0.001454730619334145,0.0,0.0,0.0,0.0,4.6924971258259264e-05,0.00014662773441890048,0.0,0.0,0.000148598221472509,0.000790770576761763,0.0,0.0,0.0022102403146195397,4.444129449450186e-05,0.0,0.00047613401261708497,0.0003158564266042719,0.0008532821472354128,0.00032533156226892927,0.0,0.000677595892736794,0.0,0.0013455385012742093,0.0,0.0014889282323539185,0.0,0.0018525873095000312,0.0009385580841840733,0.0012376784654022925,0.0,0.0,0.0,0.0,0.0,0.000996234048198582,0.0002053955542292088,0.0,0.0010831014564761678,0.0,0.0,0.0,0.0,3.02274701260496e-06,0.0,0.0,0.0,normal,0,-1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
