time,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,pattern,label,source_node
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
23,0.0012546252979265707,0.0,0.0004360670689553821,0.0007947031975540134,0.0,0.00024644126851324557,0.0,0.000350117234615501,0.0,0.0005549407899037477,0.001196552384496227,0.0007400628898968462,0.0009283525983287972,7.499483973701259e-05,0.00016113070052673227,0.0012217201561418602,0.0,0.0,0.0,0.0,0.0013743228170679247,0.0,0.00011992437206284893,0.0011437589859757801,0.0013647977963968932,normal,0,-1
0,0.475,0.285,0.0,0.17099999999999999,0.0,0.27359999999999995,0.16415999999999997,0.0,0.09849599999999997,0.059097599999999986,0.03545855999999999,0.05673369599999998,0.0,0.055315353599999985,0.03318921215999999,0.0,0.019913527295999992,0.0,0.06722942975999997,0.15078177423359998,0.0,0.0,0.09046906454015999,0.09046906454015999,0.10856287744819199,oscillation,1,0
1,0.81087572106361,0.486525432638166,0.0,0.2919152595828996,0.0,0.46706441533263937,0.2802386491995836,0.0,0.16814318951975013,0.10088591371185007,0.060531548227110044,0.09685047716337608,0.0,0.09442921523429167,0.056657529140574994,0.0,0.033994517484345,0.0,0.11476781543860064,0.2574005892735175,0.0,0.0,0.1544403535641105,0.1544403535641105,0.18532842427693258,oscillation,1,0
2,0.95,0.57,0.0,0.34199999999999997,0.0,0.5471999999999999,0.32831999999999995,0.0,0.19699199999999994,0.11819519999999997,0.07091711999999999,0.11346739199999996,0.0,0.11063070719999997,0.06637842431999998,0.0,0.039827054591999984,0.0,0.13445885951999995,0.30156354846719996,0.0,0.0,0.18093812908031998,0.18093812908031998,0.21712575489638397,oscillation,1,0
3,0.81087572106361,0.486525432638166,0.0,0.2919152595828996,0.0,0.46706441533263937,0.2802386491995836,0.0,0.16814318951975013,0.10088591371185007,0.060531548227110044,0.09685047716337608,0.0,0.09442921523429167,0.056657529140574994,0.0,0.033994517484345,0.0,0.11476781543860064,0.2574005892735175,0.0,0.0,0.1544403535641105,0.1544403535641105,0.18532842427693258,oscillation,1,0
4,0.4750000000000001,0.28500000000000003,0.0,0.171,0.0,0.2736,0.16416,0.0,0.098496,0.0590976,0.03545856,0.05673369599999999,0.0,0.0553153536,0.033189212159999995,0.0,0.019913527295999996,0.0,0.06722942975999999,0.1507817742336,0.0,0.0,0.09046906454016,0.09046906454016,0.108562877448192,oscillation,1,0
5,0.13912427893638996,0.08347456736183397,0.0,0.05008474041710038,0.0,0.0801355846673606,0.04808135080041636,0.0,0.02884881048024981,0.017309286288149886,0.010385571772889932,0.016616914836623888,0.0,0.016201491965708293,0.009720895179424975,0.0,0.005832537107654985,0.0,0.01969104408139931,0.04416295919368239,0.0,0.0,0.02649777551620943,0.02649777551620943,0.031797330619451315,oscillation,1,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oscillation,1,0
7,0.13912427893638984,0.08347456736183391,0.0,0.050084740417100336,0.0,0.08013558466736055,0.048081350800416325,0.0,0.028848810480249794,0.017309286288149876,0.010385571772889925,0.016616914836623878,0.0,0.016201491965708283,0.00972089517942497,0.0,0.005832537107654982,0.0,0.019691044081399295,0.04416295919368236,0.0,0.0,0.026497775516209417,0.026497775516209417,0.0317973306194513,oscillation,1,0
8,0.47499999999999987,0.2849999999999999,0.0,0.17099999999999996,0.0,0.2735999999999999,0.16415999999999994,0.0,0.09849599999999996,0.05909759999999998,0.035458559999999986,0.056733695999999965,0.0,0.05531535359999997,0.03318921215999998,0.0,0.019913527295999985,0.0,0.06722942975999996,0.15078177423359992,0.0,0.0,0.09046906454015995,0.09046906454015995,0.10856287744819193,oscillation,1,0
9,0.81087572106361,0.486525432638166,0.0,0.2919152595828996,0.0,0.46706441533263937,0.2802386491995836,0.0,0.16814318951975013,0.10088591371185007,0.060531548227110044,0.09685047716337608,0.0,0.09442921523429167,0.056657529140574994,0.0,0.033994517484345,0.0,0.11476781543860064,0.2574005892735175,0.0,0.0,0.1544403535641105,0.1544403535641105,0.18532842427693258,oscillation,1,0
10,0.95,0.57,0.0,0.34199999999999997,0.0,0.5471999999999999,0.32831999999999995,0.0,0.19699199999999994,0.11819519999999997,0.07091711999999999,0.11346739199999996,0.0,0.11063070719999997,0.06637842431999998,0.0,0.039827054591999984,0.0,0.13445885951999995,0.30156354846719996,0.0,0.0,0.18093812908031998,0.18093812908031998,0.21712575489638397,oscillation,1,0
11,0.8108757210636104,0.48652543263816617,0.0,0.2919152595828997,0.0,0.46706441533263954,0.2802386491995837,0.0,0.1681431895197502,0.10088591371185013,0.06053154822711007,0.09685047716337611,0.0,0.09442921523429171,0.05665752914057502,0.0,0.03399451748434501,0.0,0.11476781543860068,0.25740058927351767,0.0,0.0,0.15444035356411057,0.15444035356411057,0.1853284242769327,oscillation,1,0
12,0.4750000000000002,0.2850000000000001,0.0,0.17100000000000004,0.0,0.27360000000000007,0.16416000000000003,0.0,0.09849600000000001,0.05909760000000001,0.03545856,0.05673369600000001,0.0,0.05531535360000001,0.03318921216,0.0,0.019913527296000003,0.0,0.06722942976000001,0.15078177423360004,0.0,0.0,0.09046906454016002,0.09046906454016002,0.10856287744819201,oscillation,1,0
13,0.13912427893639037,0.08347456736183421,0.0,0.05008474041710053,0.0,0.08013558466736084,0.048081350800416506,0.0,0.0288488104802499,0.01730928628814994,0.010385571772889965,0.01661691483662394,0.0,0.01620149196570834,0.009720895179425005,0.0,0.005832537107655003,0.0,0.019691044081399368,0.04416295919368253,0.0,0.0,0.026497775516209517,0.026497775516209517,0.03179733061945142,oscillation,1,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oscillation,1,0
15,0.13912427893638948,0.08347456736183367,0.0,0.050084740417100204,0.0,0.08013558466736033,0.0480813508004162,0.0,0.02884881048024972,0.017309286288149834,0.0103855717728899,0.016616914836623836,0.0,0.01620149196570824,0.009720895179424944,0.0,0.005832537107654966,0.0,0.019691044081399246,0.04416295919368225,0.0,0.0,0.026497775516209347,0.026497775516209347,0.03179733061945121,oscillation,1,0
16,0.47499999999999976,0.28499999999999986,0.0,0.1709999999999999,0.0,0.27359999999999984,0.16415999999999992,0.0,0.09849599999999994,0.05909759999999997,0.035458559999999986,0.056733695999999965,0.0,0.05531535359999997,0.03318921215999998,0.0,0.019913527295999985,0.0,0.06722942975999996,0.15078177423359992,0.0,0.0,0.09046906454015995,0.09046906454015995,0.10856287744819193,oscillation,1,0
17,0.8108757210636102,0.4865254326381661,0.0,0.29191525958289966,0.0,0.4670644153326395,0.2802386491995837,0.0,0.1681431895197502,0.10088591371185013,0.06053154822711007,0.09685047716337611,0.0,0.09442921523429171,0.05665752914057502,0.0,0.03399451748434501,0.0,0.11476781543860068,0.25740058927351767,0.0,0.0,0.15444035356411057,0.15444035356411057,0.1853284242769327,oscillation,1,0
18,0.95,0.57,0.0,0.34199999999999997,0.0,0.5471999999999999,0.32831999999999995,0.0,0.19699199999999994,0.11819519999999997,0.07091711999999999,0.11346739199999996,0.0,0.11063070719999997,0.06637842431999998,0.0,0.039827054591999984,0.0,0.13445885951999995,0.30156354846719996,0.0,0.0,0.18093812908031998,0.18093812908031998,0.21712575489638397,oscillation,1,0
19,0.8108757210636105,0.4865254326381663,0.0,0.29191525958289977,0.0,0.4670644153326396,0.28023864919958374,0.0,0.16814318951975024,0.10088591371185014,0.060531548227110085,0.09685047716337614,0.0,0.09442921523429174,0.056657529140575036,0.0,0.03399451748434502,0.0,0.1147678154386007,0.2574005892735177,0.0,0.0,0.15444035356411062,0.15444035356411062,0.18532842427693275,oscillation,1,0
20,0.4750000000000003,0.2850000000000002,0.0,0.17100000000000012,0.0,0.2736000000000002,0.1641600000000001,0.0,0.09849600000000006,0.05909760000000003,0.035458560000000014,0.05673369600000002,0.0,0.05531535360000002,0.03318921216000001,0.0,0.019913527296000006,0.0,0.06722942976000001,0.1507817742336001,0.0,0.0,0.09046906454016004,0.09046906454016004,0.10856287744819204,oscillation,1,0
21,0.13912427893638984,0.08347456736183391,0.0,0.050084740417100336,0.0,0.08013558466736055,0.048081350800416325,0.0,0.028848810480249794,0.017309286288149876,0.010385571772889925,0.016616914836623878,0.0,0.016201491965708283,0.00972089517942497,0.0,0.005832537107654982,0.0,0.019691044081399295,0.04416295919368236,0.0,0.0,0.026497775516209417,0.026497775516209417,0.0317973306194513,oscillation,1,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oscillation,1,0
23,0.13912427893638937,0.08347456736183362,0.0,0.05008474041710017,0.0,0.08013558466736026,0.04808135080041615,0.0,0.02884881048024969,0.017309286288149813,0.010385571772889887,0.01661691483662382,0.0,0.016201491965708224,0.009720895179424933,0.0,0.00583253710765496,0.0,0.019691044081399225,0.044162959193682204,0.0,0.0,0.026497775516209323,0.026497775516209323,0.03179733061945119,oscillation,1,0
0,0.0005799127560079905,0.0003205286658673098,0.0010208670343180377,0.0031085982969650478,0.0005084070847376231,0.0,0.0,0.0,0.0,0.0008336871216073343,0.0,0.0,0.00044794680902893825,0.0,0.00025853741746778417,0.0,0.0,0.0,0.0,0.0018895050833205066,0.0,0.0,0.0,0.000433786011207657,0.0,normal,0,-1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
11,0.00020553764658841063,0.0,0.0,0.0011319443141599782,0.0,0.0014754842091226604,0.0,0.0,0.0016695408790076839,0.0011952318431806047,0.00021447240920064814,0.0008308316497419089,0.0,0.0007655245507242023,0.0008948500578942295,0.0,0.0,0.0007148837840627845,0.0,0.0,0.0011770543950072947,0.00025516266624873817,0.0008439649361939607,0.0,0.0014090482841260738,normal,0,-1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
13,0.0,0.0,0.0007768820124261521,0.0,0.0,0.0,0.0,0.0005268373431951773,0.0018106866033786606,0.0009715137064169404,0.0011321863441257306,0.0004250493904839581,0.0,0.0,0.0,0.0,0.00016232681568807935,0.0,0.0019020990375987817,0.0019375632581613022,0.0,0.0,0.0003187474835140333,0.0,0.0005001558257359476,normal,0,-1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,0,-1
